school_id,class,timestamp,stream
675,JSS3,02-01-2024,1
675,SSS1,02-01-2024,1
675,SSS2,02-01-2024,1
675,SSS3,02-01-2024,1
292,JSS1,02-01-2024,2
292,JSS2,02-01-2024,3
292,JSS3,02-01-2024,3
292,SSS1,02-01-2024,2
292,SSS2,02-01-2024,3
292,SSS3,02-01-2024,3
290,JSS1,02-01-2024,2
290,JSS2,02-01-2024,2
290,JSS3,02-01-2024,2
290,SSS1,02-01-2024,2
290,SSS2,02-01-2024,2
290,SSS3,02-01-2024,2
286,JSS1,02-01-2024,2
286,JSS2,02-01-2024,2
286,JSS3,02-01-2024,2
286,SSS1,02-01-2024,2
286,SSS2,02-01-2024,2
286,SSS3,02-01-2024,2
288,JSS1,02-01-2024,6
288,JSS2,02-01-2024,5
288,JSS3,02-01-2024,5
